titulares,medio,titulares_norm
el reclamo de quienes atienden los reclamos,pagina12,reclamo atender reclamo
copa américa 2021: argentina venció 4 a 1 a bolivia,pagina12,copa américo 2021 argentino vencer 4 1 bolivia
"desde europa, mauricio macri emitió un mensaje sobre la feroz interna de juntos por el cambio",pagina12,europa mauricio macri emitir mensaje feroz interno junto cambio
memorándum con irán: el tribunal que prepara el juicio rechazó apartarse del caso,pagina12,memorándum ir tribunal preparar juicio rechazar apartar caso
los trenes de carga vuelven a manos del estado,pagina12,tren carga volver mano
"""vacunagate"": piden a la corte suprema de brasil que investigue a bolsonaro",pagina12,""" vacunagate "" pedir corte supremo brasil investigar bolsonaro"
preocupación por la bajante histórica del río paraná,pagina12,preocupación bajante histórico río paraná
"charo bogarin: ""es una canción picaresca, que tiene sus guiños""",pagina12,"charo bogarin "" ser canción picaresca tener guiño """
"""el 15 por ciento es baja, el 21 es mejor y el 25, aún mejor""",pagina12,""" 15 ciento ser baja 21 ser mejor 25 aún mejor """
una actividad esencial con valor profesional,pagina12,actividad esencial valor profesional
copa américa: paraguay y uruguay definen posiciones en el grupo a,pagina12,copa américo paraguay urugua definir posición grupo
"el camino de la selección, sin brasil hasta la final",pagina12,camino selección brasil final
acuerdo de vista y trafigura en vaca muerta,pagina12,acuerdo vista trafigura vaca muerto
casi todos los países del mundo tienen restricciones en sus fronteras por el coronavirus,pagina12,casi país mundo tener restricción frontera coronaviru
"florencia carignano: ""la provincia de buenos aires pondrá a disposición hoteles para el aislamiento""",pagina12,"florencia carignano "" provincia buen aire poner disposición hotel aislamiento """
"28j: sexta marcha plurinacional antirracista contra los travesticidios, transfemicidios y transhomicidios",pagina12,28j sexto marcha plurinacional antirracista travesticidio transfemicidio transhomicidio
"""los hongos son más parecidos a nosotrxs que a los vegetales""",pagina12,""" hongo ser parecido vegetal """
perú: keiko fujimori juega la carta de la oea en bolivia,pagina12,perú keiko fujimori jugar carta oea bolivia
qué dice la declaración jurada firmada por quienes viajan al exterior,pagina12,decir declaración jurado firmado viajar exterior
a quiénes le impacta más la inflación,pagina12,quién impactar inflación
carrio agitó la interna y macri se fue de viaje,pagina12,carrio agitar interno macri ser viaje
sigue la búsqueda de la mujer que hacía kitesurf,pagina12,seguir búsqueda mujer hacer kitesurf
quilmes: 200 obras para mejorar el distrito,pagina12,quilme 200 obra mejorar distrito
"maría eugenia vidal ya no es ""orgullosamente bonaerense""",pagina12,"maría eugenio vidal ser "" orgullosamente bonaerense """
caso maradona: luque responsabilizó a las prepagas,pagina12,caso maradono luque responsabilizar prepaga
el nuevo ciclo del pt,pagina12,nuevo ciclo pt
qué habló alberto fernández con martín guzmán: noche de sábado económico en olivos,pagina12,hablar alberto fernández martín guzmán noche sábado económico olivo
vacuna de astrazeneca: una dosis evita en un 96% las muertes por covid,pagina12,vacuna astrazeneca dosis evitar 96/100 muerte covid
recuperación con ayuda estatal,pagina12,recuperación ayuda estatal
"copa américa 2021: con messi entre los titulares, argentina ya enfrenta a bolivia",pagina12,copa américo 2021 messi titular argentino enfrentar bolivia
"""los mejores artistas jóvenes y subterráneos no fueron los que sobrevivieron a ésa época sino los que ya no están aquí"", escribió el indio solari.",pagina12,""" mejor artista joven subterráneo ser sobrevivir época sino aquí "" escribir indio solari"
copa américa 2021: las formaciones de argentina y bolivia,pagina12,copa américo 2021 formación argentino bolivia
una audiencia para definir si le conceden la libertad condicional a santiago riveros,pagina12,audiencia definir si conceder libertad condicional santiago rivero
"contra el aporte solidario
gabriel omar batistuta parece que está intentando mejorar sus dotes de gambeteador, pero en el plano legal. ¿qué te parece su decisión?
[",pagina12,aporte solidario gabriel omar batistuta parecer intentar mejorar dote gambeteador plano legal parecer decisión [
bomba en la eurocopa: suiza eliminó a francia en los penales y pasó a cuartos,pagina12,bomba eurocopa suizo eliminar francia penal pasar cuarto
franco y kevin álvarez habían desaparecido el pasado 7 de junio cuando salieron de su casa para cobrar un trabajo de albañilería que realizaron y desde entonces nada se supo de ellos.,pagina12,franco kevin álvarez haber desaparecer pasado 7 junio salir casa cobrar trabajo albañilería realizar entonces saber
noche de sábado económico,pagina12,noche sábado económico
explosión en londres: confirman que no fue atentado,pagina12,explosión londre confirmar ser atentado
la defensora del público de servicios de comunicación audiovisual expone en el congreso,pagina12,defensora público servicio comunicación audiovisual exponer congreso
"fallo histórico
""hoy es un día histórico para las libertades"", declaró el presidente del alto tribunal, arturo zaldívar, tras la votación. ¿qué te parece?
[",pagina12,"fallo histórico "" hoy ser día histórico libertad "" declarar presidente alto tribunal arturo zaldívar tras votación parecer ["
"""para cerrar este , voy hablarles de amor. amor del bueno, del que cuida y celebra la vida"" | por  .",pagina12,""" cerrar ir hablar amor amor bueno cuidar celebrar vida "" |"
wimbledon: schwartzman y podoroska debutan este lunes,pagina12,wimbledon schwartzman podoroska debutar lunes
arroyo dio precisiones sobre los reintegros para compras con tarjeta de débito,pagina12,arroyo dar precisión reintegro compra tarjeta débito
méxico: la corte suprema despenalizó el consumo recreativo de marihuana,pagina12,méxico corte supremo despenalizar consumo recreativo marihuana
"""los argentinos eligirán entre futuro y pasado y el pasado se llama mauricio macri""
de cara a las próximas elecciones, agustín rossi sostuvo que pese a los problemas, cree que los argentinos seguirán acompañando al actual gobierno en las urnas. [",pagina12,""" argentino eligir futuro pasado pasado llamar mauricio macri "" cara próximo elección agustín rossi sostener pese problema creer argentino seguir acompañar actual gobierno urna ["
noche de sábado económico en olivos,pagina12,noche sábado económico olivo
"axel kicillof aseguró que a la oposición ""hoy la vemos haciendo un esfuerzo enorme por estar en la boleta, pero todo ese esfuerzo es el mismo que no hicieron para colaborar en la pandemia"". ¿qué te pareció lo que dijo?",pagina12,"axel kicillof asegurar oposición "" hoy ver hacer esfuerzo enorme boleta esfuerzo ser mismo hacer colaborar pandemia "" parecer decir"
bomba en la eurocopa: suiza eliminó a francia en los penales,pagina12,bomba eurocopa suizo eliminar francia penal
"""había un grupo médico de internación domiciliaria completamente independiente y ajeno a mí"", expresó.",pagina12,""" haber grupo médico internación domiciliario completamente independiente ajeno "" expresar"
"""sergio victor palma continuará viviendo para siempre en el corazón de cada pibe que entra a un gimnasio para ser mucho más que un boxeador, un campeón de la vida. eso que fue él hasta la última campanada de su existencia"".",pagina12,""" sergio victor palma continuar vivir siempre corazón cada pibe entrar gimnasio ser boxeador campeón vida ser último campanada existencia """
"""de un resultado electoral mediocre surgirá un gobierno débil, relativamente impotente, frente a una oposición corporativa furiosa e irracional"" | por eduardo aliverti",pagina12,""" resultado electoral mediocre surgir gobierno débil relativamente impotente frente oposición corporativo furioso irracional "" | eduardo aliverti"
el día más frío de la semana en buenos aires,pagina12,día frío semana buen aire
"la crítica de axel kicillof a juntos por el cambio
el mandatario provincial argumentó que a la oposición ""hoy la vemos haciendo un esfuerzo enorme por estar en la boleta, pero todo ese esfuerzo es el mismo que no hicieron para colaborar en la pandemia"". [",pagina12,"crítica axel kicillof junto cambio mandatario provincial argumentar oposición "" hoy ver hacer esfuerzo enorme boleta esfuerzo ser mismo hacer colaborar pandemia "" ["
"""nos sentimos deportistas arriba del bote pero cuando bajamos sabemos que somos señoras, sobrevivientes de cáncer de mama rehabilitándonos""",pagina12,""" sentir deportista arriba bote bajar saber ser señora sobreviviente cáncer mama rehabilitar """
"el exgoleador de la selección parece que está intentando mejorar sus dotes de gambeteador, pero en el plano legal. ¿qué pensás?",pagina12,exgoleador selección parecer intentar mejorar dote gambeteador plano legal pensar
"""esta mañana recuperamos otro cuerpo lo que lleva la cuenta a 10”, indicó la alcaldesa, quien confirmó que el ""número de desaparecidos 151"".",pagina12,""" mañana recuperar cuerpo llevar cuenta 10 "" indicar alcaldesa confirmar "" número desaparecido 151 """
sergio cañete y joel rojas estaban escondidos en el baúl de un auto.,pagina12,sergio cañete joel rojo escondido baúl auto
sobre las vías del país dividido,pagina12,vía país dividido
motogp: quartararo obtuvo un triunfo contundente en assen,pagina12,motogp quartar obtener triunfo contundente assen
cuántos argentinos ya fueron vacunados y el detalle de las dosis que llegaron,pagina12,cuánto argentino ser vacunar detalle dosis llegar
esto fue lo informó el reporte diario del ministerio de salud.,pagina12,ser informar reportar diario ministerio salud
ecuador pudo igualar con brasil y sigue adelante en la copa américa,pagina12,ecuador poder igualar brasil seguir adelante copa américo
"“la pelea del gobierno de la ciudad por la presencialidad discrimina a los chicos y chicas exceptuados de concurrir a la escuela, porque no reciben la misma calidad de educación y por otro lado, lleva a la sobre-explotación de los docentes”",pagina12,""" pelea gobierno ciudad presencialidad discriminar chico chica exceptuado concurrir escuela recibir mismo calidad educación lado llevar sobre-explotación docente """
"imputaron a mauricio macri
el expresidente omitió declarar acciones de una empresa y se sospecha que lavó dinero. así avanza la investigación en su contra  [",pagina12,imputar mauricio macri expresidente omitir declarar acción empresa sospechar lavar dinero así avanzar investigación [
temporal en mar del plata: más de diez barrios sin luz,pagina12,temporal mar plata diez barrio luz
fue imputado por supuesto enriquecimiento ilícito,pagina12,ser imputado supuesto enriquecimiento ilícito
