medio,titular_raw,titular_lem
pagina12,"""no podemos abordar la violencia de género en el campo con una cabeza urbana"" 
en la zona rural de santiago del estero y tucumán asesinaron a dos mujeres de la unión de trabajadores de la tierra, donde luchan por un modelo agroecológico en clave feminista",no poder abordar violencia género campo cabeza urbano zona rural santiago estero tucumán asesinar dos mujer unión trabajador tierra luchar modelo agroecológico clave feminista
pagina12,monzón ahora es un ex sacerdote,monzón ahora ser ex sacerdote
pagina12,"""nos consideran objetos, no humanos, tal vez polvo, y pretenden barrernos bajo la alfombra"".",considerar objeto no humanos tal vez polvo pretender barrer alfombra
pagina12,"""¡abogadas! ¡ustedes también resignificaron! porque el lenguaje nació con le “humane” que ya este no existe sin el lenguaje y se ríe a carcajadas de los tribunalitos de razón pura que pretenden legislarlo a voluntad simple"" | por flavio rapisardi",abogado también resignificar porque lenguaje nacer humane ya no existir lenguaje reír carcajada tribunalito razón puro pretender legislar voluntad simple flavio rapisardar
pagina12,"""nunca un líder político brasileño había sido tan respetado en el mundo y se ha convertido en un líder político y estadista de renombre mundial"" | por emir sader",nunca líder político brasileño haber ser tanto respetar mundo haber convertir líder político estadista renombre mundial emir sader
pagina12,la suma lo convertiría en uno de las mayores indemnizaciones por agresión sexual de la historia de estados unidos.,suma convertir mayor indemnización agresión sexual historia estado unido
pagina12,qué dice el decreto sobre vacunas,decir decreto vacuna
pagina12,"""creo que quitar la historia militante es no entender las causas de por qué ciertos grupos son oprimidos y otros no y cuál es la cuestión macro de eso, que es estructural y que empuja a cierta gente a los márgenes"" | por camila alfie",creer que quitar historia militante ser no entender causa grupo ser oprimir no ser cuestión macro ser estructural empujar gente margen camila alfie
pagina12,"""qunita es una bienvenida al mundo, la demostración de que un estado que esté del lado de los débiles tiene herramientas a disposición para mejorar la vida de los más vulnerables, porque necesitan ser asistidos para sobrevivir"" | por",qunita ser bienvenida mundo demostración que estado estar lado débil tener herramienta disposición mejorar vida más vulnerable porque necesitar ser asistir sobrevivir
pagina12,"""después de años de intenso trabajo y negociación este paquete histórico asegurará que las multinacionales paguen lo que deben en impuestos en todas partes del mundo"" | por marcelo justo",después año intenso trabajo negociación paquete histórico asegurar que multinacional pagar deber impuesto parte mundo marcelo justo
pagina12,"javier calamaro: ""cocinar sin receta es como componer una canción""",javier calamaro cocinar receta ser como componer canción
pagina12,"el viaje a europa muestra al exmandatario con poco acompañamiento político en juntos por el cambio, pero con fuerte respaldo mediático y financiero. las operaciones judiciales y el uso sin límites de la pandemia con fines electorales | por luis bruschtein",viaje europa mostrar exmandatario acompañamiento político junto cambio fuerte respaldo mediático financiero operación judicial uso límite pandemia fin electoral luis bruschtein
pagina12,efemérides de hoy: qué pasó un 3 de julio,efemérid hoy pasar 3 julio
pagina12,mirá qué hechos ocurrieron en argentina y en el mundo un día como hoy,mirar hecho ocurrir argentino mundo día como hoy
pagina12,más empleos y producción a full,más empleo producción full
pagina12,"cartón lleno
 firmó el dnu que compatibiliza las exigencias de los laboratorios internacionales con los intereses del estado nacional. así se habilitará la recepción de donaciones de vacunas norteamericanas, o su compra | por maría cafferata",cartón lleno firmar dnu compatibilizar exigencia laboratorio internacional interés estado nacional así habilitar recepción donación vacuna norteamericano compra maría cafferata
pagina12,a 50 años de la muerte de jim morrison,50 año muerte jim morrison
pagina12,canciones a la luz de las cuerdas,canción luz cuerda
pagina12,un nuevo frazadazo contra las clases presenciales en la ciudad de buenos aires,nuevo frazadazo clase presencial ciudad buen aire
pagina12,neba invertirá 300 millones de pesos,neba invertir 300 millón peso
pagina12,qué y cómo celebramos,celebrar
pagina12,adiós al colo ankudowicz,adiós colo ankudowicz
pagina12,la máquina de hacer versos que ladran,máquina hacer verso ladrar
pagina12,vacunas para todos y en todas partes,vacuna parte
pagina12,alerta temprana ante desalojos,alerta temprano desalojo
pagina12,conflicto,conflicto
pagina12,"ramón oscar carrizo, jorge rubén delicostas, jorge raúl nadra aquín, carlos vicente y coca pablo",ramón oscar carrizo jorge rubén delicosta jorge raúl nadra aquín carlo vicente coca pablo
pagina12,los fiscales investigan la gestión de la pandemia en brasil,fiscal investigar gestión pandemia brasil
pagina12,para bares y restoranes,bar restorán
pagina12,diputados de juntos por el cambio denunciados por quedarse con el sueldo de sus empleados,diputado junto cambio denunciado quedar sueldo empleado
pagina12,dónde hacerse el pcr en la provincia de buenos aires,hacer pcr provincia buen aire
pagina12,"qué es la ""cúpula de calor"" que causa decenas de muertes en canadá",ser cúpula calor causar decena muerte canadá
pagina12,la comunidad científica le exige al gobierno de chile que aplique una tercera dosis de refuerzo,comunidad científico exigir gobierno chile que aplicar tercero dosis refuerzo
pagina12,embargan los derechos de autor de la obra de borges por un juicio de maría kodama,embargar derecho autor obra borge juicio maría kodamo
pagina12,se amplía la pérdida real de los sueldos,ampliar pérdida real sueldo
pagina12,traspaso de la policía: el ministerio de seguridad desmintió al gobierno porteño,traspaso policía ministerio seguridad desmentir gobierno porteño
pagina12,hidrovía: alivio pero con asuntos pendientes,hidrovía alivio asunto pendiente
pagina12,la corte suprema le puso remedio a la gula,corte supremo poner remedio gula
pagina12,"murió donald rumsfeld, exsecretario de defensa de george w. bush y artífice de la guerra en irak",morir donald rumsfeld exsecretario defensa george w bush artífice guerra irak
pagina12,"murió rubén gil bicella, histórico piloto y dirigente del turismo carretera",morir rubén gil bicella histórico piloto dirigente turismo carretera
pagina12,indignación en italia por la brutal golpiza de agentes penitenciarios a detenidos,indignación italia brutal golpiza agente penitenciario detenido
pagina12,diputados trata la ley de biocombustibles y la reforma del monotributo,diputado tratar ley biocombustible reforma monotributo
pagina12,cartografías literarias de la memoria,cartografía literario memoria
pagina12,no se hagan los distraídos,no hacer distraído
pagina12,denuncian que hay más de 100 escuelas porteñas con problemas de calefacción,denunciar que haber más 100 escuela porteño problema calefacción
pagina12,selección argentina: el técnico scaloni mantiene varias dudas,selección argentino técnico scaloni mantener duda
pagina12,el parlasur aprobó el procedimiento para iniciar el juicio político contra pepín rodríguez simón,parlasur aprobar procedimiento iniciar juicio político pepín rodríguez simón
pagina12,los trabajadores de la salud suspendieron por ahora el paro,trabajador salud suspender ahora paro
pagina12,aterrizó en moscú otro avión de aerolíneas para traer más vacunas,aterrizar moscú avión aerolínea traer más vacuna
pagina12,informe de chale en el concejo,informe chale concejo
pagina12,francia eliminó las restricciones de aforo en espectáculos y permite espectadores de pie,francia eliminar restricción aforo espectáculo permitir espectador pie
pagina12,museo a cielo abierto,museo cielo abierto
pagina12,milagro sala: piden que se anule el juicio por los huevazos contra morales,milagro sala pedir que anular juicio huevazo moral
pagina12,el “nunca jamás” de pedro sánchez a plebiscitar la independencia catalana,nunca jamás pedro sánchez plebiscitar independencia catalán
pagina12,la corte rechazó un reclamo de farmacity para instalarse en la provincia de buenos aires,corte rechazar reclamo farmacity instalar provincia buen aire
pagina12,la ucr desafía el liderazgo del pro,ucr desafiar liderazgo pro
pagina12,alberto fernández en el foro generación igualdad de francia,alberto fernández foro generación igualdad francia
pagina12,"bill cosby, condenado por abuso, quedó en libertad después de apelar ante la corte suprema de pensilvania",bill cosby condenado abuso quedar libertad después apelar corte supremo pensilvania
pagina12,"proyectando feminismos, un ciclo para ampliar el debate",proyectar feminismo ciclo ampliar debate
pagina12,mayra mendoza será operada de un tumor benigno,mayra mendoza ser operar tumor benigno
pagina12,detuvieron a la mujer que provocó la caída de los ciclistas en el tour de francia,detener mujer provocar caída ciclista tour francia
pagina12,"thiago silva: ""chile será un rival muy complicado""",thiago silva chile ser rival mucho complicado
pagina12,mercado pago se resiste a perder tajada,mercado pago resistir perder tajada
pagina12,"a casi 20 años de su reemplazo por el euro, miles de españoles fueron a cambiar sus últimas pesetas",casi 20 año reemplazo euro mil español ser cambiar último peseta
pagina12,"las madres del rock, las live sessions del indie y más",madre rock live session indie más
pagina12,comenzó el tratamiento del proyecto de regulación de la producción de cannabis y derivados,comenzar tratamiento proyecto regulación producción cannabis derivado
pagina12,reabre la terminal de ómnibus de retiro,reabrir terminal ómnibus retiro
pagina12,"pedalear por una vacuna, la cruel propuesta de rappi
el representante de la firma en colombia reveló el cruel modo en que elegirán a qué repartidores inmunizar, lo que desató una fuerte polémica y gran rechazo. ¿qué opinás? [",pedalear vacuna cruel propuesta rappi representante firma colombia revelar cruel modo elegir repartidor inmunizar desatar fuerte polémica gran rechazo opinar
